2024-05-27 16:06:36.717 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:37 - ---Doing Intent_analyze---
2024-05-27 16:14:47.624 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:95 - 选择的知识库代号为：[1, 4]
2024-05-27 16:14:47.626 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:119 - ---Doing Retrievers---
2024-05-27 16:37:53.368 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:37 - ---Doing Intent_analyze---
2024-05-27 16:37:54.901 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:42 - retrieval=True question='What are the types of iron-phosphate compounds present in sewage sludge and how are they identified and separated?'
2024-05-27 16:37:54.902 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:43 - 污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？ has been transformed into What are the types of iron-phosphate compounds present in sewage sludge and how are they identified and separated?
2024-05-27 16:37:54.904 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:13 - ---Doing Retrieval_manager---
2024-05-27 16:37:54.905 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:14 - {'retrieval': True, 'question': 'What are the types of iron-phosphate compounds present in sewage sludge and how are they identified and separated?', 'history': ''}
2024-05-27 16:37:54.906 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:16 - What are the types of iron-phosphate compounds present in sewage sludge and how are they identified and separated? need retrieval
2024-05-27 16:37:54.908 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:92 - ---Doing Router---
2024-05-27 16:37:54.909 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:95 - 选择的知识库代号为：[5, 6]
2024-05-27 16:37:54.913 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:119 - ---Doing Retrievers---
2024-05-27 16:38:00.327 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:128 - domain 5 get 6 context
2024-05-27 16:39:56.572 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:37 - ---Doing Intent_analyze---
2024-05-27 16:39:57.869 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:42 - retrieval=True question='种类及分离方法'
2024-05-27 16:39:57.870 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:43 - 污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？ has been transformed into 种类及分离方法
2024-05-27 16:39:57.871 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:13 - ---Doing Retrieval_manager---
2024-05-27 16:39:57.872 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:14 - {'retrieval': True, 'question': '种类及分离方法', 'history': ''}
2024-05-27 16:39:57.873 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:16 - 种类及分离方法 need retrieval
2024-05-27 16:39:57.876 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:92 - ---Doing Router---
2024-05-27 16:39:57.877 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:95 - 选择的知识库代号为：[4, 6]
2024-05-27 16:39:57.880 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:119 - ---Doing Retrievers---
2024-05-27 16:40:05.469 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:128 - domain 4 get 5 context
2024-05-27 16:40:10.658 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:128 - domain 6 get 5 context
2024-05-27 16:40:10.660 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Reranker:146 - ---Doing Reranker---
2024-05-27 16:40:10.663 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Generater:197 - ---Doing Generater---
2024-05-27 16:41:11.918 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:37 - ---Doing Intent_analyze---
2024-05-27 16:41:11.997 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:42 - 污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？
2024-05-27 16:42:22.202 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:37 - ---Doing Intent_analyze---
2024-05-27 16:42:23.667 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:42 - retrieval=True question='What are the types of iron-phosphorus compounds present in sewage sludge and how are they identified and separated?'
2024-05-27 16:42:23.667 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:43 - 污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？ has been transformed into What are the types of iron-phosphorus compounds present in sewage sludge and how are they identified and separated?
2024-05-27 16:42:23.669 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:13 - ---Doing Retrieval_manager---
2024-05-27 16:42:23.670 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:14 - {'retrieval': True, 'question': '污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？', 'history': ''}
2024-05-27 16:42:23.671 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:16 - 污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？ need retrieval
2024-05-27 16:42:23.673 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:92 - ---Doing Router---
2024-05-27 16:42:23.674 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:95 - 选择的知识库代号为：[6, 5]
2024-05-27 16:42:23.678 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:119 - ---Doing Retrievers---
2024-05-27 16:42:33.687 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:128 - domain 6 get 5 context
2024-05-27 16:42:45.913 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:128 - domain 5 get 5 context
2024-05-27 16:42:45.915 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Reranker:146 - ---Doing Reranker---
2024-05-27 16:42:45.918 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Generater:197 - ---Doing Generater---
2024-05-27 16:44:10.787 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:37 - ---Doing Intent_analyze---
2024-05-27 16:44:12.120 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:42 - retrieval=True question='What are the types of iron-phosphorus compounds present in sewage sludge, and how are they identified and separated?'
2024-05-27 16:44:12.121 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Intent_analyze:43 - 污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？ has been transformed into What are the types of iron-phosphorus compounds present in sewage sludge, and how are they identified and separated?
2024-05-27 16:44:12.123 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:13 - ---Doing Retrieval_manager---
2024-05-27 16:44:12.124 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:14 - {'retrieval': True, 'question': '污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？', 'history': ''}
2024-05-27 16:44:12.125 | INFO     | PK_LLM_endfront.Langgraph.Edges:Retrieval_manager:16 - 污水污泥中存在的铁-磷化合物种类是什么，它们如何被识别和分离？ need retrieval
2024-05-27 16:44:12.127 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:92 - ---Doing Router---
2024-05-27 16:44:12.128 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Router:95 - 选择的知识库代号为：[2, 5]
2024-05-27 16:44:12.131 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:119 - ---Doing Retrievers---
2024-05-27 16:44:22.526 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Retrievers:128 - domain 1 get 5 context
2024-05-27 16:44:22.529 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Reranker:146 - ---Doing Reranker---
2024-05-27 16:44:22.531 | INFO     | PK_LLM_endfront.Langgraph.Nodes:Generater:197 - ---Doing Generater---
